labeling_set_id,label,source_data,vinoai_index,wine_name_for_matching,grape,colour
reg-only-june-2021-1,m,NL,NL1085,NV Jackson-Triggs Proprietors’ Selection Sauvignon Bl,Sauvignon Blanc,
reg-only-june-2021-1,n,NL,NL1086,NV Jackson-Triggs Proprietors’ Selection Shiraz,Shiraz,
reg-only-june-2021-1,n,NL,NL1087,NV Jackson-Triggs Proprietors’ Selection Shiraz,Shiraz,
reg-only-june-2021-1,n,NL,NL1088,NV Jackson-Triggs Proprietors’ Selection Shiraz,Shiraz,
reg-only-june-2021-1,o,NL,NL1089,NV Jackson-Triggs Proprietors’ Selection Smooth Red,Varietal Blend,
reg-only-june-2021-1,ff,NL,NL1090,NV Jackson-Triggs Proprietors’ Selection Smooth White,Varietal Blend,
reg-only-june-2021-1,f,AB,AB8417,NV Jackson-triggs Ps Cabernet Sauvignon,Cabernet Sauvignon,Red
reg-only-june-2021-1,f,AB,AB8418,NV Jackson-triggs Ps Cabernet Sauvignon,Cabernet Sauvignon,Red
reg-only-june-2021-1,i,AB,AB8419,NV Jackson-triggs Ps Chardonnay,Chardonnay,White
reg-only-june-2021-1,d,ON,ON922,NV Jackson-Triggs PS Light Pinot Grigio,Pinot Grigio,
reg-only-june-2021-1,j,AB,AB8420,NV Jackson-triggs Ps Merlot,Merlot,Red
reg-only-june-2021-1,k,AB,AB8421,NV Jackson-triggs Ps Pinot Grigio,Pinot Grigio,White
reg-only-june-2021-1,m,AB,AB8422,NV Jackson-triggs Ps Sauvignon Blanc,Sauvignon Blanc,White
reg-only-june-2021-1,m,AB,AB8423,NV Jackson-triggs Ps Sauvignon Blanc,Sauvignon Blanc,White
reg-only-june-2021-1,n,AB,AB8424,NV Jackson-triggs Ps Shiraz,Shiraz,Red
reg-only-june-2021-1,bb,AB,AB8426,NV Jackson-triggs Psriesling Gewurztraminer,Blend,White
reg-only-june-2021-1,gg,ON,ON925,NV Jackson-Triggs Reserve Baco Noir VQA,Baco Noir,
reg-only-june-2021-1,hh,ON,ON816,NV Jackson-Triggs Reserve Cabernet Franc Cabernet Sauvignon VQA,Cabernet Sauvignon/Cabernet Franc,
reg-only-june-2021-1,ii,SK,SK600,NV Jackson-Triggs Reserve Cabernet Sauvignon VQA,Cabernet Sauvignon,Red
reg-only-june-2021-1,kk,ON,ON722,NV Jackson-Triggs Reserve Cabernet Shiraz VQA,Red Blend,
reg-only-june-2021-1,mm,ON,ON804,NV Jackson-Triggs Reserve Chardonnay VQA,Chardonnay,
reg-only-june-2021-1,nn,ON,ON1348,NV Jackson-Triggs Reserve Crisp & Lively White VQA,Gewurztraminer/Riesling,
reg-only-june-2021-1,oo,ON,ON803,NV Jackson-Triggs Reserve Meritage VQA,Cabernet/Merlot,
reg-only-june-2021-1,pp,ON,ON8067,NV Jackson-Triggs Reserve Merlot VQA,Merlot,
reg-only-june-2021-1,pp,SK,SK518,NV Jackson-Triggs Reserve Merlot VQA,Merlot,Red
reg-only-june-2021-1,qq,ON,ON857,NV Jackson-Triggs Reserve Rich & Robust Red VQA,Blend,
reg-only-june-2021-1,rr,ON,ON602,NV Jackson-Triggs Reserve Sauvignon Blanc VQA,Sauvignon Blanc,
reg-only-june-2021-1,ss,ON,ON805,NV Jackson-Triggs Reserve Series Pinot Grigio VQA,Pinot Grigio,
reg-only-june-2021-1,tt,ON,ON740,NV Jackson-Triggs Reserve Vidal Icewine,Icewine,
reg-only-june-2021-1,uu,ON,ON1569,NV Jackson-Triggs Reserve Wine Offer (10 x750 mL) + Scattergories Game,,
reg-only-june-2021-1,ll,ON,ON890,NV Jackson-Triggs Rosé,Rosé,
reg-only-june-2021-1,ll,ON,ON8323,NV Jackson-Triggs Rosé,Rosé,
reg-only-june-2021-1,vv,PEI,PEI905,NV Jackson-Triggs Sauvignon Blanc,Sauvignon Blanc,White
reg-only-june-2021-1,vv,PEI,PEI908,NV Jackson-Triggs Sauvignon Blanc,Sauvignon Blanc,White
reg-only-june-2021-1,vv,PEI,PEI911,NV Jackson-Triggs Sauvignon Blanc,Sauvignon Blanc,White
reg-only-june-2021-1,vv,ON,ON8212,NV Jackson-Triggs Sauvignon Blanc,Sauvignon Blanc,
reg-only-june-2021-1,vv,ON,ON8213,NV Jackson-Triggs Sauvignon Blanc,Sauvignon Blanc,
reg-only-june-2021-1,vv,ON,ON8615,NV Jackson-Triggs Sauvignon Blanc,Sauvignon Blanc,
reg-only-june-2021-1,ww,PEI,PEI1075,NV Jackson-Triggs Shiraz,Shiraz,Red
reg-only-june-2021-1,ww,PEI,PEI1078,NV Jackson-Triggs Shiraz,Shiraz,Red
reg-only-june-2021-1,ww,PEI,PEI1081,NV Jackson-Triggs Shiraz,Shiraz,Red
reg-only-june-2021-1,ww,ON,ON8339,NV Jackson-Triggs Shiraz,Shiraz/Syrah,
reg-only-june-2021-1,ww,ON,ON8340,NV Jackson-Triggs Shiraz,Shiraz/Syrah,
reg-only-june-2021-1,ww,ON,ON10076,NV Jackson-Triggs Shiraz,Shiraz/Syrah,
reg-only-june-2021-1,xx,PEI,PEI1084,NV Jackson-Triggs Smooth Red,Red Blend,Red
reg-only-june-2021-1,yy,PEI,PEI913,NV Jackson-Triggs Smooth White,White Blend,White
reg-only-june-2021-1,zz,ON,ON663,NV Jackson-Triggs Sparkling Reserve VQA,Sparkling,
reg-only-june-2021-1,aaa,ON,ON8147,NV Jackson-Triggs Vidal,Vidal,
reg-only-june-2021-1,aaa,ON,ON8616,NV Jackson-Triggs Vidal,Vidal,
reg-only-june-2021-1,bbb,AB,AB8430,NV Jackson-triggs Vr Merlot,Merlot,Red
reg-only-june-2021-1,bb,AB,AB8431,NV Jackson-triggsps Riesling Gewurztraminer,Blend,White
reg-only-june-2021-21,a,QB,QB89,NV 19 Crimes Hard Chard,Chardonnay 100 %,White
reg-only-june-2021-21,a,ON,ON194,NV 19 Crimes Hard Chard,Chardonnay,
reg-only-june-2021-21,a,AB,AB46,NV 19 Crimes Hard Chard 4 Pack,Other,White
reg-only-june-2021-21,a,AB,AB47,NV 19 Crimes Hard Chard Aluminum Bottle,Other,White
reg-only-june-2021-21,a,NL,NL11,NV 19 Crimes Hard Chard Chardonnay,Chardonnay,
reg-only-june-2021-21,a,NS,NS8,NV 19 Crimes Hard Chardonnay,Chardonnay,White
reg-only-june-2021-21,a,AB,AB48,NV 19 Crimes Hard Chardonnay,Chardonnay,White
reg-only-june-2021-21,a,NB,NB744,NV 19 Crimes Hard Chardonnay,100% Chardonnay,
reg-only-june-2021-211,a,AB,AB14500,2015 Silver Oak Alexander Valley Cab Sauv,Cabernet Sauvignon,Red
reg-only-june-2021-211,a,QB,QB8048,2015 Silver Oak Cabernet Sauvignon Alexander Valley,Cabernet sauvignon 95 % Merlot 4 % Petit verdot 1 %,Red
reg-only-june-2021-212,a,ON,ON7823,2016 Cardinale Cabernet Sauvignon,Cabernet Sauvignon/Merlot,
reg-only-june-2021-212,a,AB,AB2480,2016 Cardinale Cab Sauv,Cabernet Sauvignon,Red
reg-only-june-2021-212,a,ON,ON7447,2016 Cardinale Cabernet Sauvignon,Cabernet Sauvignon/Merlot,
reg-only-june-2021-213,a,AB,AB3169,2018 Chapel Hill The Parson Cab Sauv,Cabernet Sauvignon,Red
reg-only-june-2021-213,a,ON,ON247,2018 Chapel Hill The Parson Cabernet Sauvignon,Cabernet Sauvignon,
reg-only-june-2021-214,a,ON,ON1343,NV Angels Gate Cabernet Merlot VQA,Cabernet/Merlot,
reg-only-june-2021-214,a,SK,SK671,NV Angels Gate Winery Cab Merlot VQA,Cabernet Sauvignon Merlot,Red
reg-only-june-2021-215,a,AB,AB1176,NV Bartier Brothers Cab Franc,Cabernet Franc,Red
reg-only-june-2021-215,a,MB,MB254,NV Bartier Family Vineyards Cabernet Franc Vqa,Cabernet Franc,Red
reg-only-june-2021-216,a,SK,SK30,NV Beringer Private Reserve Cab Sauv,Cabernet Sauvignon,Red
reg-only-june-2021-216,a,SK,SK114,NV Beringer Private Reserve Cab Sauv,Cabernet Sauvignon,Red
reg-only-june-2021-216,a,NL,NL166,NV Beringer Private Reserve Napa Valley Cabernet Sauv,Cabernet Sauvignon,
reg-only-june-2021-217,a,SK,SK924,NV Caymus Napa Valley Cab Sauvignon,Cabernet Sauvignon,Red
reg-only-june-2021-217,a,NS,NS465,NV Caymus Napa Valley Cabernet,Cabernet Sauvignon,Red
reg-only-june-2021-217,a,PEI,PEI366,NV Caymus Napa Valley Cabernet Sauvignon,Cabernet Sauvignon,
reg-only-june-2021-217,a,PEI,PEI528,NV Caymus Napa Valley Cabernet Sauvignon,Cabernet Sauvignon,Red
reg-only-june-2021-218,a,SK,SK1193,NV Cono Sur Bicicleta Sauv Blanc,Sauvignon Blanc,White
reg-only-june-2021-218,a,AB,AB4654,NV Cono Sur Bicicleta Sauvignon Blanc,Sauvignon Blanc,White
reg-only-june-2021-218,a,AB,AB4655,NV Cono Sur Bicicleta Sauvignon Blanc,Sauvignon Blanc,White
reg-only-june-2021-219,a,NL,NL792,NV Decoy Sauvignon Blanc,Sauvignon Blanc,
reg-only-june-2021-219,a,AB,AB5319,NV Decoy Sauvignon Blanc,Sauvignon Blanc,White
reg-only-june-2021-219,a,NS,NS687,NV Decoy Sonoma County Sauv Blanc,Sauvignon Blanc,White
reg-only-june-2021-22,a,SK,SK349,NV Beringer Founders' Estate Cab Sauv,Cabernet Sauvignon,Red
reg-only-june-2021-22,a,ON,ON8271,NV Beringer Founders' Estate Cabernet Sauvignon,Cabernet Sauvignon,
reg-only-june-2021-22,b,SK,SK1374,NV Beringer Founders' Estate Chard,Chardonnay,White
reg-only-june-2021-22,b,ON,ON8269,NV Beringer Founders' Estate Chardonnay,Chardonnay,
reg-only-june-2021-220,a,PEI,PEI849,NV Hanna Estate Russian River Valley Sauvignon Blanc,Sauvignon Blanc,White
reg-only-june-2021-220,a,NS,NS996,NV Hanna Estate Russsian River Sauv Blanc,Sauvignon Blanc,White
reg-only-june-2021-221,a,NS,NS1082,NV Joel Gott Sauv Blanc,Sauvignon Blanc,White
reg-only-june-2021-221,a,NL,NL1122,NV Joel Gott Sauvignon Blanc,Sauvignon Blanc,
reg-only-june-2021-222,a,ON,ON7026,NV Joel Gott 815 Cabernet Sauvignon,Cabernet Sauvignon,
reg-only-june-2021-222,a,SK,SK454,NV Joel Gott 815 Cabernet Sauvignon,Cabernet Sauvignon,Red
reg-only-june-2021-222,a,NB,NB1372,NV Joel Gott Cabernet Sauvignon 815,100% Cabernet Sauvignon,
reg-only-june-2021-223,a,NS,NS1173,NV Kwv Classic Collection Cabernet,Cabernet Sauvignon,Red
reg-only-june-2021-223,a,MB,MB610,NV Kwv Classic Collection Cabernet Sauvignon,Cabernet Sauvignon,Red
reg-only-june-2021-223,b,NS,NS1174,NV Kwv Classic Collection Sauv Blanc,Sauvignon Blanc,White
reg-only-june-2021-223,b,SK,SK361,NV KWV Classic Collection Sauv Blanc,Sauvignon Blanc,White
reg-only-june-2021-223,b,NL,NL1156,NV KWV Classic Collection Sauvignon Blanc,Sauvignon Blanc,
reg-only-june-2021-223,c,NS,NS1175,NV Kwv Mentors Sauvignon Blanc Sem,Sauvignon Blanc,White
reg-only-june-2021-223,c,NB,NB1321,NV Kwv Mentors Sauvignon Blanc Semillon,50% Sauvignon Blanc - 50% Sémillon,
reg-only-june-2021-224,a,NS,NS1178,NV Kwv Vinecrafter Chenin Bl,Chenin Blanc,White
reg-only-june-2021-224,a,NL,NL1159,NV KWV Vinecrafter Chenin Blanc,Chenin Blanc,
reg-only-june-2021-225,a,NS,NS1257,NV Liberado Verdejo Sauv Blanc,Verdejo,White
reg-only-june-2021-225,a,PEI,PEI1015,NV Liberado Verdejo Sauvignon Blanc,"Sauvignon Blanc, Verdejo",White
reg-only-june-2021-225,a,NL,NL1258,NV Liberado Verdejo Sauvignon Blanc,Verdejo Blend,
reg-only-june-2021-225,a,QB,QB5996,NV Liberado Verdejo Sauvignon Blanc,Verdejo 80 % Sauvignon blanc 20 %,White
reg-only-june-2021-225,a,NB,NB168,NV Liberado Verdejo Sauvignon Blanc,80% Verdejo - 20% Sauvignon Blanc,
reg-only-june-2021-225,b,NS,NS1258,NV Liberty School Cabernet,Cabernet Sauvignon,Red
reg-only-june-2021-225,b,NB,NB1126,NV Liberty School Cabernet,100% Cabernet Sauvignon,
reg-only-june-2021-225,b,PEI,PEI1195,NV Liberty School Cabernet Sauvignon,Cabernet Sauvignon,Red
reg-only-june-2021-225,b,NL,NL1259,NV Liberty School Cabernet Sauvignon,Cabernet Sauvignon,
reg-only-june-2021-225,b,ON,ON7060,NV Liberty School Cabernet Sauvignon,Cabernet Sauvignon,
reg-only-june-2021-225,b,SK,SK720,NV Liberty School Cabernet Sauvignon,Cabernet Sauvignon,Red
reg-only-june-2021-225,b,QB,QB526,NV Liberty School Cabernet-Sauvignon Paso Robles,,Red
reg-only-june-2021-225,c,NS,NS1259,NV Liberty School Chardonnay,Chardonnay,White
reg-only-june-2021-225,c,QB,QB545,NV Liberty School Chardonnay Central Coast,Chardonnay 100 %,White
reg-only-june-2021-225,d,AB,AB9737,NV Liberty School Reserve Cab Sauv,Cabernet Sauvignon,Red
reg-only-june-2021-226,a,NS,NS1289,NV Little Pebble Marl Sauv Blanc,Sauvignon Blanc,White
reg-only-june-2021-226,a,NL,NL1283,NV Little Pebble Marlborough Sauvignon Blanc,Sauvignon Blanc,
reg-only-june-2021-226,a,NB,NB679,NV Little Pebble Marlborough Sauvignon Blanc,100% Sauvignon Blanc,
reg-only-june-2021-227,a,NS,NS1642,NV Peller Family Sauv Blanc,Sauvignon Blanc,White
reg-only-june-2021-227,a,NS,NS1643,NV Peller Family Sauv Blanc,Sauvignon Blanc,White
reg-only-june-2021-227,a,ON,ON867,NV Peller Family Vineyards Sauvignon Blanc,Sauvignon Blanc,
reg-only-june-2021-227,a,NL,NL1524,NV Peller Family Vineyards Sauvignon Blanc,Sauvignon Blanc,
reg-only-june-2021-227,a,ON,ON8333,NV Peller Family Vineyards Sauvignon Blanc,Sauvignon Blanc,
reg-only-june-2021-228,a,NL,NL1656,NV Rymill Coonawarra The Yearling Cabernet Sauvignon,Cabernet Sauvignon,
reg-only-june-2021-228,a,ON,ON238,NV Rymill The Yearling Cabernet Sauvignon Coonawarra,Cabernet Sauvignon,
reg-only-june-2021-228,b,ON,ON193,NV Rymill The Yearling Sauvignon Blanc Coonawarra,Sauvignon Blanc,
reg-only-june-2021-228,a,NS,NS1829,NV Rymill Yearling Cab Sauv,Cabernet Sauvignon,Red
reg-only-june-2021-228,b,NS,NS1830,NV Rymill Yearling Sauv Blanc,Sauvignon Blanc,White
reg-only-june-2021-229,a,NS,NS1860,NV Santa Carolina Res Cab,Cabernet Sauvignon,Red
reg-only-june-2021-229,b,NS,NS1861,NV Santa Carolina Res Sauv Blanc,Sauvignon Blanc,White
reg-only-june-2021-229,a,SK,SK225,NV Santa Carolina Reserva Cab Sauvignon,Cabernet Sauvignon,Red
reg-only-june-2021-229,a,NB,NB401,NV Santa Carolina Reserva Cabernet,100% Cabernet Sauvignon,
reg-only-june-2021-229,a,MB,MB519,NV Santa Carolina Reserva Cabernet Sauvignon,Cabernet Sauvignon,Red
reg-only-june-2021-229,a,ON,ON1643,NV Santa Carolina Reserva Cabernet Sauvignon,Cabernet Sauvignon,
reg-only-june-2021-229,a,ON,ON1644,NV Santa Carolina Reserva Cabernet Sauvignon,Cabernet Sauvignon,
reg-only-june-2021-229,a,PEI,PEI1646,NV Santa Carolina Reserva Cabernet Sauvignon,Cabernet Sauvignon,Red
reg-only-june-2021-229,a,NL,NL1667,NV Santa Carolina Reserva Cabernet Sauvignon,Cabernet Sauvignon,
reg-only-june-2021-229,a,ON,ON8207,NV Santa Carolina Reserva Cabernet Sauvignon,Cabernet Sauvignon,
reg-only-june-2021-23,a,AB,AB8437,NV Jacob's Creek Double Barrel Cab Sauv,Cabernet Sauvignon,Red
reg-only-june-2021-23,a,ON,ON8554,NV Jacob's Creek Double Barrel Cabernet Sauvignon,Cabernet Sauvignon,
reg-only-june-2021-23,b,SK,SK432,NV Jacob's Creek Double Barrel Chard,Chardonnay,White
reg-only-june-2021-23,b,ON,ON8336,NV Jacob's Creek Double Barrel Chardonnay,Chardonnay,
reg-only-june-2021-23,b,AB,AB8438,NV Jacob's Creek Double Barrel Chardonnay,Chardonnay,White
reg-only-june-2021-23,c,ON,ON189,NV Jacob's Creek Double Barrel Shiraz,Shiraz/Syrah,
reg-only-june-2021-23,c,SK,SK1135,NV Jacob's Creek Double Barrel Shiraz,Shiraz,Red
reg-only-june-2021-23,c,QB,QB873,NV Jacob's Creek Double Barrel Shiraz Barossa Valley,Shiraz 88 %,Red
reg-only-june-2021-23,d,AB,AB8453,NV Jacob's Creek Sparkling Chard Pinot Noir,,
reg-only-june-2021-23,d,SK,SK1359,NV Jacob's Creek Sparkling Chardonnay Pinot Noir,,White
reg-only-june-2021-23,c,PEI,PEI1087,NV Jacob’s Creek Double Barrel Barossa Shiraz,Shiraz,Red
reg-only-june-2021-23,c,NL,NL1095,NV Jacob’s Creek Double Barrel Barossa Shiraz,Shiraz,
reg-only-june-2021-230,a,NS,NS1966,NV Stoneleigh Lighter Sauv Blanc,Sauvignon Blanc,White
reg-only-june-2021-230,a,BC,BC2868,NV stoneleigh Lighter Sauvignon Blanc,Sauvignon Blanc,White
reg-only-june-2021-230,a,ON,ON5706,NV Stoneleigh Lighter Sauvignon Blanc,Sauvignon Blanc,
reg-only-june-2021-230,a,SK,SK945,NV Stoneleigh Lighter Sauvignon Blanc,Sauvignon Blanc,White
reg-only-june-2021-231,a,NS,NS1983,NV Te Awa Left Field Sauv Blanc,Sauvignon Blanc,White
reg-only-june-2021-231,a,AB,AB15216,NV Te Awa Left Field Sauvignon Blanc,Sauvignon Blanc,White
reg-only-june-2021-231,a,NL,NL1794,NV Te Awa Leftfield Sauvignon Blanc,Sauvignon Blanc,
reg-only-june-2021-232,a,NB,NB1087,NV Taylor Fladgate First Estate Reserve,,
reg-only-june-2021-232,a,ON,ON8171,NV Taylor Fladgate First Estate Reserve Port,Port,
reg-only-june-2021-233,a,SK,SK617,NV Taylor Fladgate Late Bottled Vntg Port,Blend,Rose
reg-only-june-2021-233,a,NS,NS1980,NV Taylor Fladgate Lbv,Touriga Nacional,Dessert/Fortified
reg-only-june-2021-233,a,NB,NB1190,NV Taylor Fladgate Lbv,,
reg-only-june-2021-233,a,NS,NS1981,NV Taylor Fladgate Lbv Giftpack,Touriga Nacional,Dessert/Fortified
reg-only-june-2021-234,a,NS,NS2044,NV Toi Toi Marl Reserve Sauv Blanc,Sauvignon Blanc,White
reg-only-june-2021-234,b,NB,NB993,NV Toi Toi Marlborough Sauvignon Blanc,100% Sauvignon Blanc,
reg-only-june-2021-24,a,AB,AB13581,NV Rodney Strong Sonoma Cab Sauvignon,Cabernet Sauvignon,Red
reg-only-june-2021-24,a,NB,NB1340,NV Rodney Strong Sonoma Cabernet,100% Cabernet Sauvignon,
reg-only-june-2021-24,a,NS,NS1799,NV Rodney Strong Sonoma Cabernet Sauv,Cabernet Sauvignon,Red
reg-only-june-2021-24,b,NB,NB1142,NV Rodney Strong Sonoma Chardonnay,100% Chardonnay,
reg-only-june-2021-24,a,PEI,PEI1592,NV Rodney Strong Sonoma Country Cabernet Sauvignon,Cabernet Sauvignon,Red
reg-only-june-2021-24,b,ON,ON7396,NV Rodney Strong Sonoma County Cabernet Sauvignon,Cabernet Sauvignon,
reg-only-june-2021-24,b,SK,SK253,NV Rodney Strong Sonoma County Chard,Chardonnay,White
reg-only-june-2021-24,b,AB,AB13584,NV Rodney Strong Sonoma Select Chardonnay,Chardonnay,White
reg-only-june-2021-25,a,SK,SK1089,NV Sterling Vintner's Collection Cab Sauv,Cabernet Sauvignon,Red
reg-only-june-2021-25,a,QB,QB1934,NV Sterling Vintner's Collection Cabernet Sauvignon,,
reg-only-june-2021-25,a,ON,ON8030,NV Sterling Vintner's Collection Cabernet Sauvignon,Cabernet Sauvignon,
reg-only-june-2021-25,b,SK,SK299,NV Sterling Vintner's Collection Chard,Chardonnay,White
reg-only-june-2021-25,b,QB,QB1945,NV Sterling Vintner's Collection Chardonnay,,White
reg-only-june-2021-25,b,ON,ON8349,NV Sterling Vintner's Collection Chardonnay,Chardonnay,
reg-only-june-2021-25,a,NS,NS1962,NV Sterling Vintners Cabernet,Cabernet Sauvignon,Red
reg-only-june-2021-25,a,NB,NB622,NV Sterling Vintners Cabernet Sauvignon,92% Cabernet Sauvignon - 8% Merlot,
reg-only-june-2021-25,b,NS,NS1963,NV Sterling Vintners Chard,Chardonnay,White
reg-only-june-2021-25,b,NB,NB555,NV Sterling Vintners Chardonnay,100% Chardonnay,
reg-only-june-2021-25,a,NB,NB123,NV Sterling Vintners Collection Cabernet Sauvignon,100% Cabernet Sauvignon,
reg-only-june-2021-26,a,SK,SK856,NV Twist Of Fate Pinot Grigio Chard,Pinot Grigio Chardonnay,White
reg-only-june-2021-26,a,MB,MB580,NV Twist Of Fate Pinot Grigio Chardonnay,Varietal Blend,White
reg-only-june-2021-27,a,NS,NS2250,NV Xoxo Pinot Grigio Chard Sparkling,Pinot Grigio,Sparkling - Other
reg-only-june-2021-27,a,ON,ON792,NV XOXO Pinot Grigio Chardonnay Sparkling,Sparkling,
reg-only-june-2021-27,a,NB,NB114,NV Xoxo Pinot Grigio Chardonnay Sparkling,60% Pinot Grigio - 40% Chardonnay,
reg-only-june-2021-28,a,AB,AB17023,V Wolf Blass Yellow Label Cab Sauv,Cabernet Sauvignon,Red
reg-only-june-2021-28,a,AB,AB17024,V Wolf Blass Yellow Label Cab Sauv,Cabernet Sauvignon,Red
reg-only-june-2021-28,a,AB,AB17025,V Wolf Blass Yellow Label Cab Sauv,Cabernet Sauvignon,Red
reg-only-june-2021-28,b,AB,AB17026,V Wolf Blass Yellow Label Chard,Other,White
reg-only-june-2021-28,b,AB,AB17027,V Wolf Blass Yellow Label Chard,Other,White
reg-only-june-2021-28,b,AB,AB17028,V Wolf Blass Yellow Label Chardonnay,Chardonnay,White
reg-only-june-2021-29,a,AB,AB1401,2014 Beringer Private Reserve Cab Sauv,Cabernet Sauvignon,Red
reg-only-june-2021-29,a,ON,ON7224,2014 Beringer Private Reserve Cabernet Sauvignon,Cabernet Sauvignon Blend,
reg-only-june-2021-31,a,BC,BC3156,1961    Single Harvest Very Old Port Taylor Fladgate,,Port
reg-only-june-2021-31,b,BC,BC3160,1970    Single Harvest Very Old Tawny Taylor Fladgate,,Port
reg-only-june-2021-31,c,BC,BC3158,1968    Single Harvest Very Old Tawny Taylor Fladgate,,Port
reg-only-june-2021-310,a,NB,NB1849,2006 Nugan Estate Matriarch,100% Shiraz,
reg-only-june-2021-310,b,BC,BC1103,2013  Christophe Semaska La Fleur De Montlys   Cote Rotie,Syrah / Shiraz,Red
reg-only-june-2021-310,b,BC,BC1102,2013  Christophe Semaska La Fleur De Montlys   Cote Rotie,Syrah / Shiraz,Red
reg-only-june-2021-310,b,BC,BC1104,2013  Christophe Semaska La Fleur De Montlys   Cote Rotie,Syrah / Shiraz,Red
reg-only-june-2021-310,c,QB,QB8579,2013 Ricardo Larrivée Vins du Monde Shiraz,Shiraz 100 %,Red
reg-only-june-2021-310,d,QB,QB8525,2013 Tournon Pyrenees shiraz Shays Flat Vineyard,Shiraz 100 %,Red
reg-only-june-2021-310,e,BC,BC1100,2014  Christophe Semaska Chateau De Montlys   Cote Rotie,Syrah / Shiraz,Red
reg-only-june-2021-310,e,BC,BC1101,2014  Christophe Semaska Chateau De Montlys   Cote Rotie,Syrah / Shiraz,Red
reg-only-june-2021-310,f,BC,BC1106,2014  Domaine Bonnefond Les Rochains   Cote Rotie,Syrah / Shiraz,Red
reg-only-june-2021-310,f,BC,BC1105,2014  Domaine Bonnefond Les Rochains   Cote Rotie,Syrah / Shiraz,Red
reg-only-june-2021-310,g,BC,BC2941,2014  Henschke Hill Of Grace Eden Valley   Shiraz,Syrah / Shiraz,Red
reg-only-june-2021-310,g,BC,BC3691,2014  Henschke Hill Of Grace Eden Valley   Shiraz,Syrah / Shiraz,Red
reg-only-june-2021-311,a,BC,BC2938,NV  George Wyndham Bin 555 Shiraz,Syrah / Shiraz,Red
reg-only-june-2021-311,a,BC,BC3793,NV  George Wyndham Bin 555 Shiraz,Syrah / Shiraz,Red
reg-only-june-2021-311,b,BC,BC2940,NV  Grant Burge Barossa Ink Shiraz,Syrah / Shiraz,Red
reg-only-june-2021-311,c,BC,BC1492,NV  Jackson Triggs Proprietor's Selection Shiraz,Syrah / Shiraz,Red
reg-only-june-2021-311,c,BC,BC1491,NV  Jackson Triggs Proprietor's Selection Shiraz,Syrah / Shiraz,Red
reg-only-june-2021-311,d,BC,BC3411,NV  Jacob's Creek Double Barrel Barossa Shiraz,Syrah / Shiraz,Red
reg-only-june-2021-311,d,BC,BC2942,NV  Jacob's Creek Double Barrel Barossa Shiraz,Syrah / Shiraz,Red
reg-only-june-2021-312,a,ON,ON242,2015 Henschke Henry's Seven,Shiraz Blend,
reg-only-june-2021-312,b,NS,NS1013,NV Henschke Henry's Seven,Shiraz,Red
reg-only-june-2021-312,b,NL,NL1016,NV Henschke Henry’s Seven,Shiraz Blend,
reg-only-june-2021-313,a,ON,ON305,2019 Tahbilk Viognier,Viognier,
reg-only-june-2021-313,b,AB,AB15080,V Tahbilk Viognier,Viognier,White
reg-only-june-2021-32,a,BC,BC3766,NV  Dunavar Pinot Grigio,Pinot Gris / Pinot Grigio,White
reg-only-june-2021-32,a,BC,BC3487,NV  Dunavar Pinot Grigio,Pinot Gris / Pinot Grigio,White
reg-only-june-2021-32,a,BC,BC2328,NV  Dunavar Pinot Grigio,Pinot Gris / Pinot Grigio,White
reg-only-june-2021-32,b,BC,BC2329,NV  Graffigna Pinot Grigio,Pinot Gris / Pinot Grigio,White
reg-only-june-2021-32,b,BC,BC3874,NV  Graffigna Pinot Grigio,,
reg-only-june-2021-32,c,BC,BC1485,NV  Jackson Triggs Proprietor's Selection Pinot Grigio,Pinot Gris / Pinot Grigio,White
reg-only-june-2021-32,c,BC,BC1484,NV  Jackson Triggs Proprietor's Selection Pinot Grigio,Pinot Gris / Pinot Grigio,White
reg-only-june-2021-32,c,BC,BC1483,NV  Jackson Triggs Proprietor's Selection Pinot Grigio,Pinot Gris / Pinot Grigio,White
reg-only-june-2021-32,d,BC,BC2341,NV  Pendragon Pinot Grigio,Pinot Gris / Pinot Grigio,White
reg-only-june-2021-32,e,BC,BC327,NV  Pinot Grigio Bodacious,Pinot Gris / Pinot Grigio,White
reg-only-june-2021-32,f,BC,BC1289,NV  Sun Goddess Friuli Venezia Giulia Pinot Grigio Ramato,Pinot Gris / Pinot Grigio,White
reg-only-june-2021-32,a,ON,ON8181,NV Dunavar Pinot Grigio,Pinot Grigio,
reg-only-june-2021-32,b,ON,ON6,NV Graffigna Pinot Grigio,Pinot Grigio,
reg-only-june-2021-32,b,PEI,PEI829,NV Graffigna Pinot Grigio,Pinot Grigio,White
reg-only-june-2021-32,b,ON,ON9298,NV Graffigna Pinot Grigio,Pinot Grigio,
reg-only-june-2021-33,a,ON,ON57,2015 Kaiken Terroir Series Malbec/Bonarda/Petit Verdot,Malbec Blend,
reg-only-june-2021-33,b,ON,ON17,2018 Clos de los Siete,Malbec Blend,
reg-only-june-2021-33,c,NL,NL713,NV Clos de los Siete,Malbec Blend,
reg-only-june-2021-33,d,NS,NS1556,NV Norton Privada,Malbec,Red
reg-only-june-2021-33,d,NL,NL1452,NV Norton Privada,Malbec Blend,
reg-only-june-2021-34,a,ON,ON40,2019 Colomé Torrontés,Torrontes,
reg-only-june-2021-34,b,NS,NS627,NV Colome Torrontes,Torrontes,White
